slug,aroma,acid_or_milk,body,flavor,type_with_milk,clean_text,roast_dark,roast_light,roast_medium,roast_medium_dark,roast_medium_light,roast_very_dark,roast_nan,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,type_espresso,type_organic,type_fair_trade,type_decaffeinated,type_pod_capsule,type_blend,type_estate,type_with_milk
costa-rica-helsar,9.0,7.0,8.0,9.0,0,sweet tartli balanc profil domin distinct deepli floral satur cocoa fragrant sandalwood rich sweet acid light live mouthfeel short finish rich complex flavor fade slightli long superb origin profil lose littl long finish care,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
honduras-el-limon,9.0,7.0,8.0,9.0,0,rich aroma flavor highlight sweet tone lemon suggest flower berri bake chocol bright acid lightli syrupi mouthfeel finish fade perhap bit quickli especi cool rich sweet tone drink hot,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
costa-rica-tres-rios-4,9.0,7.0,8.0,8.0,0,aromat intens complex combin element sweet nut earth tone chocol rich fruit soft silki mouthfeel flavor simplifi finish fruit turn tart perhap palat slightli sharp aromat intens brace version classic costa rica profil,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
nicaragua-la-lima,8.0,8.0,8.0,8.0,0,complex pungent bold note toast aromat wood sweet pipe tobacco aroma carri ad envelop soft fruit silki mouthfeel flavor last well simpl rich finish rug straightforward robustli balanc,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
donut-house-coffee-travel-mug-k-cup,8.0,8.0,7.0,7.0,0,brew keurig b platinum singl serv brew devic use k capsul produc ounc serv caramel toast suggest orang aroma simplifi somewhat intensifi caramel fleet hint orang chocol cedar notic ounc serv size sweet finish sweet simplic calm keurig own commut,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
panama-la-esmeralda-especial-mario-san-jose,9.0,9.0,8.0,9.0,0,aroma lemon berri delic flower jasmin lavend crisp floral tone acid silki mouthfeel flower lemon deepen turn richli pungent sustain long deep finish particularli complex floral tone version world great coffe,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
coastal-clear-blend,8.0,7.0,9.0,8.0,0,aroma rich dark chocol toast hint wood smoke cinnamon fruit smooth acid full bodi gentl flavor balanc lemon sweeter tone fruit cocoa flavor fade rather quickli finish success exampl difficult execut practic blend differ roast style nice nuanc balanc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guatemala-finca-santa-ana,9.0,7.0,8.0,9.0,0,pungent night flower lemon molass like dark chocol domin aroma simplifi slightli finish lightli syrupi mouthfeel gentl almost mute acid chocol garden richli floral veget version favorit sensat,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ethiopia-nekisse,9.0,9.0,8.0,10.0,0,extraordinari dri fruit profil lushli fruit tone brandyish yet crisp savori wood note blueberri cherri brandi nuanc dark chocol aromat wood night flower aroma carri finish slight hint salt finish well fruit brandi sweet ring will spend nearli forti dollar twelv ounc coffe opportun experi coffe lush magisteri almost perfect exampl tricki produc dri fruit style ethiopia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-kieni,8.0,9.0,8.0,9.0,0,soft smooth aroma combin night flower orang molass elegantli penetr fruit tone acid lightli syrupi mouthfeel lush juici complex flavor citru apricot black currant flower flavor linger long crisp clean finish complex complet version great kenya profil,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100-kona-coffee-medium-roast,8.0,7.0,8.0,8.0,0,soft round tone good intens flavor aroma fuse note chocol nut soft sweet tone fruit balanc acid silki mouthfeel flavor simplifi fade bit finish although chocol charact persist pleasantli medium dark roast kona balanc easi complet famou origin,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guatemala-guayab,9.0,8.0,8.0,9.0,0,rich aroma sweet nut cocoaish chocol lemon fruit aromat wood carri decept complex softli layer rather intens balanc acid lightli syrupi mouthfeel sweet finish flavor outlast slight astring delic yet complex quietli distinct guatemala,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ethiopia-amaro-natural,9.0,8.0,9.0,9.0,0,evalu espresso intens floral tone aroma fruit complic small lightli syrupi mouthfeel complex rather savori layer chocol flower fruit blueberri fruit lemon chocol note sweeten fruit complex persist long sustain finish part milk flavor simplifi slightli maintain charact richli complex fruit flower dri process singl origin ethiopia espresso lightli syrupi mouthfeel complex rather savori layer chocol flower fruit blueberri fruit lemon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
organic-ethiopia-amaro-gayo-natural-process,9.0,8.0,7.0,9.0,0,dynam engag coffe lushli floral tartli fruit tone underli crisp baker chocol rich acid light medium bodi complex flavor carri finish though lose sweet long excit paradox coffe crisp dri yet opul,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
mocha-java-espresso,9.0,9.0,9.0,9.0,1,reson big bodi aromat complex espresso dark chocol aromat wood lush brandi tone fruit aroma small flavor soften part milk chocol take minti sweet still maintain grown power complex everyon strike power rang depth sensat,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tanzania-ruvuma-2,8.0,9.0,8.0,9.0,0,sweet tone aroma toast fruit caramel classic big bright acid silki mouthfeel juici complex fruit apricot peach black currant tart citru hint flower honey fruit particular linger flavor satur finish enjoy bright acid complex fruit charact,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guatemala-finca-puerta-verde,8.0,8.0,8.0,9.0,0,flower butter nut aroma fleet hint butteri coconut like fruit penetr orang tone acid lightli syrupi mouthfeel complex layer flavor flower orang lemon nut fir like aromat wood dri finish citru fir tone linger distinctli long tact light roast develop crisp complex classic antigua,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
colombia-monserrate-huila,8.0,8.0,8.0,8.0,0,soft balanc aroma toasti note caramel milk chocol nut rich acid silki mouthfeel flavor balanc sweet milk chocol nut complex softli tart citru infus cocoa long finish sweet balanc gentli engag easi drink,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ethiopia-sidamo-3,9.0,8.0,8.0,9.0,0,light lemon floral tone aroma hint aromat wood sweet tea smooth acid syrupi mouthfeel broad rang fruit note fruit berri black currant flower flavor fade slowli almost sugari sweet finish complex fruit floral sweet classic ethiopia,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
el-salvador-santa-sofia-3,8.0,8.0,8.0,8.0,0,crispli pungent sweet molass fir flower aroma gentl acid lightli syrupi mouthfeel flavor fade finish sweet remain natur sweet breakfast simpl direct,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
el-salvador-pacamara-finca-los-alpes-mundani,8.0,8.0,8.0,8.0,0,intens aroma caramel nut molass bright tone acid lightli syrupi mouthfeel lemon note enliven continu complic caramel nut molass hint dark chocol molass nut particular carri rich dri finish lighter roast coffe live balanc lemoni tart molass sweet,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
165-espresso,9.0,8.0,7.0,9.0,1,evalu espresso suggest flower aromat wood vanilla infus dark chocol aroma small medium bodi deeper flavor lean toward black cherri molass sustain charact part milk aromat wood dark chocol even hint flower vanilla aromat complex dynam espresso small milk,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
gran-bar-oro-ese-pod,8.0,7.0,8.0,8.0,1,sampl ese pod francisfr pod brewer aroma flavor roast nut aromat wood milk chocol hint flower fruit honey full bodi lightli syrupi mouthfeel finish rich sweet short heavi long part milk deepli bittersweet continu chocol aromat wood note pod brewer owner enjoy syrupi bodi aromat complex short shot balanc italian style,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
el-salvador-finca-las-nubes,9.0,7.0,8.0,8.0,0,distinct rose like floral note nut tone chocol molass aroma balanc acid silki mouthfeel short finish rich deep thin slightli long delic lush quietli origin profil,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kenya-kariaini-estate-microlot-896,9.0,7.0,8.0,8.0,0,lush berri sweet aroma note honey aromat wood night flower lightli syrupi mouthfeel bright acid orangi sweet citru charact complic continu suggest berri aromat wood mild astring distract otherwis sweet fruit tone finish lover natur sweet fruit floral complex,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ethiopia-sidamo-natural-special-prep,9.0,9.0,8.0,9.0,0,big round floral aroma note sweet berri fruit dark chocol lightli syrupi mouthfeel rich acid suggest peach apricot intensifi berri tone dark chocol although fruit complex lost finish cocoaish sweet linger far long express complex fruit floral charact dri fruit sidamo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nicaraguan-los-placeres-estate,8.0,8.0,8.0,8.0,0,crisp refin aroma butter nut delic hint aromat wood bake spice penetr fruit tone acid silki mouthfeel delic flavor suggest orang flower pea nut aromat wood remerg finish along dri orang tone chocol long delic complex reassur environment credenti,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decaf-colombia-las-serranias,8.0,7.0,8.0,8.0,0,delic rich fruit tone aroma distinct cocoaish chocol complic fresh cut fir soft wine like acid lightli syrupi mouthfeel continu fruit inflect chocol slight sourish note probabl decaffein relat turn cool compromis otherwis long reson finish rich fruit round acid make promis dessert coffe candid,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
arbor-day-blend-decaffeinated,8.0,7.0,7.0,8.0,0,rich aroma round note bittersweet dark chocol nut sweeter orang tone chocol emerg becom pronounc cool softli astring finish hint fruit mildli bitterish nut sensori paradox bitter orang peel dip dark chocol anim fair trade organ certifi blend,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delizia-decaffeinated,7.0,8.0,7.0,8.0,0,soft delic mute coffe sweet cocoa bittersweet dark chocol nut aroma background acid flavor fruit aromat wood continu chocol simpl sweet finish quiet delic decaffein dark roast,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
organic-decaf,8.0,7.0,7.0,8.0,0,bright sweetli tart distinct orang tone nut aroma delic acid leanish smooth mouthfeel continu rich orang cocoa nut note carri flavor satur finish turn rather woodi simpl cool gentli bright latin style breakfast face morn caffein free,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
media-luna,8.0,8.0,8.0,7.0,0,robust earthi blend aromat wood roast nut earth note aroma nut note turn bit rawish everyth smooth plump nice rich finish background acid full mouthfeel forget design jean rug nonsens half caffein blend,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decaf-organic-blend,7.0,8.0,8.0,8.0,0,nut fresh cut wood domin delic aroma soften hint chocol finish cocoaish chocol becom richer explicit though faint woodi flat probabl decaffein relat continu haunt attract lightli syrupi mouthfeel refresh sweet tone organ decaf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
decaf-colombia,8.0,7.0,8.0,8.0,0,sweet rich almost fermenti fruit charact aroma dark chocol molass raisin hint fresh cut fir background acid syrupi mouthfeel continu raisini chocol pungent fir note simplifi cool impress deep rich chocolati decaf particularli hot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jackie-oh-organic-decaf,7.0,7.0,8.0,8.0,0,softli roasti aroma hint aromat wood molass smooth balanc chocolati complic orang fresh cut wood simplifi finish wood note linger gentl chocolati dark roast decaf organ credenti,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
decaf-redline,8.0,7.0,8.0,8.0,0,sweet tone aroma flavor caramel dark chocol aromat wood hint fruit soft distinct acid round silki mouthfeel richli sweet short finish give way slightli paperi astring long sweet simpl pleas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decaf-south-america-blend,8.0,7.0,9.0,8.0,0,roundli balanc deep flower orangi fruit molass aroma soft integr acid syrupi mouthfeel continu orang tone fruit molass ad distinct chocol complic chocol molass carri richli sweet finish haunt cool faint wisp flavor flatten wood balanc quietli complet almost decaffein coffe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-highland-cooperatives,8.0,10.0,8.0,9.0,0,aroma orangi citru molass nut black currant richli tart acid lightli syrupi bodi shift complex flavor pungent aromat wood black currant blackberri ripe citru molass satur long reson finish exquisit demateri essenc flavor superb complex fair trade certifi kenya,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
guatemala-huehuetenango-8,8.0,9.0,7.0,9.0,0,rich balanc aroma ripe fruit like sweet hint berri penetr acid delic mouthfeel tangerin honey floral note hint cocoa aromat wood sweet fruit satur finish sweetli complex classic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guatemala-chimaltenango,8.0,8.0,8.0,9.0,0,sweet nut milk chocol aroma background fruit floral hint full syrupi mouthfeel penetr acid good balanc fruit tone becom pronounc citru cherri chocol turn bittersweet carri long finish balanc authorit big bodi guatemala,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
summer-safari-blend-2,8.0,8.0,8.0,8.0,0,sweet delic aroma fruit tone cocoa flower nut aroma gentli balanc acid light silki mouthfeel sweet finish continu clear cocoa note make refresh summer light foot crispli sweet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
rock-the-house-blend-fto,8.0,8.0,8.0,8.0,0,light roast blend strike aromat intens aroma fresh cut wood perfum like flower molass ripe lemon pine nut satur intens aroma carri delic bright silki lightli syrupi mouthfeel flavor soften consolid sweet tone rich finish unusu flavor profil aficionado lighter roast coffe fresh summeri impecc environment social credenti,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
brazil-chapadao-de-ferro-espresso,8.0,9.0,9.0,9.0,0,review espresso overal sweet tone deep almost flawlessli balanc apricot flower dark chocol aroma small medium bodi smooth mouthfeel delic complex flower orang chocol hint tart coffe fruit smooth finish part hot milk orang tone chocol bloom richli pois complet singl origin espresso impress versatil,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-wamuguma,9.0,8.0,9.0,9.0,0,rich aromat intens pungent intermingl note fresh cut fir black currant full bodi smooth lightli syrupi mouthfeel delic sweet flavor honey night flower softer version fir black currant complex fruit floral note soften linger sweet finish lush dens flavor version great black currant kenya profil,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
el-salvador-finca-alaska-2,8.0,9.0,8.0,9.0,0,elegantli balanc sustain floral tone acid syrupi mouthfeel roundli layer note tartli ripe coffe fruit citru cherri dark chocol aroma flavor carri finish chocol turn bracingli bittersweet intens big bodi eleg round richli fruit tone,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guatemala-pacamara,8.0,8.0,8.0,8.0,0,crisp delic molass moist pipe tobacco nut note aroma deepen toward molass inclin chocol brisk acid light bodi silki mouthfeel sweet gentli rich finish continu hint molass chocol crispli gentl fresh unusu aromat,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenya-kiangombe,9.0,7.0,8.0,9.0,0,rich juici tartli sweet complex floral fruit note aroma dusk flower black currant dri berri fruit sustain fruit lace bright tone acid overwhelm distract flavor soften simplifi finish classic kenya rich signatur kenya berri charact lush yet crispli reserv,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
guatemala-huehuetenango-7,8.0,7.0,8.0,8.0,0,aroma cocoa aromat wood butter complic hint nut bake spice gentl yet sustain acid round balanc cherri like fruit chocol note cherri becom particularli explicit cool finish chocol turn bittersweet influenc mild astring roundli balanc versatil pleas cherri chocol note like take whiten well,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ethiopian-sidamo-fair-tradeorganic,9.0,9.0,8.0,9.0,0,complex aromat bouquet jasmin honey suckl lemon grass round orang berri tone softli balanc yet rich acid silki mouthfeel although floral fruit complex simplifi slightli finish milk chocol like sweet emerg everyon except extravagantli aromat coffe,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
sumatra-aceh-pondok,9.0,9.0,8.0,9.0,0,intens rich aroma grapefruit sweet tone sandalwood cedar creami bodi penetratingli gentl acid continu sweetli pungent fruit grapefruit tart berri aromat wood juici flavor satur short finish turn crispli dri long new style sumatra finest intens exot yet grace,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
guatemala-quiche-chajulense-fto,8.0,10.0,8.0,9.0,0,softli complex aroma hazelnut milk chocol moist pipe tobacco refin balanc clear tone acid silki mouthfeel sustain complex flavor combin nut milk chocol hint tangerin grapefruit flavor persist deep finish turn sweeter fade sweet nut chocol fruit reson sweet tone light roast,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
guatemala-alotenango-la-candelaria,8.0,8.0,8.0,8.0,0,sweet nut tone aroma hint flower grass fir molass bright delic acid lightli syrupi mouthfeel great sweet complic tart lemon caramel fir sweet flavor carri finish round toward milk chocol long extrem light roast manag balanc gentli tart deepli sweet,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
espresso-monkey-decaf,8.0,7.0,7.0,7.0,0,sweet tone aroma bright woodi nut cherryish fruit note soft acid silki mouthfeel delic sweetli balanc tart cherri nut grow increasingli woodi cool sweet finish slight decaf sour also intensifi cool fast decaf drinker enjoy color packag progress sourc coffe hot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peru-cafe-femenino,8.0,7.0,8.0,8.0,0,rich deep aroma nut hint chocol soft acid lightli syrupi mouthfeel distinct pleas sweet cocoa note complic roast nut gentli rich though rather short finish delic crisp pleasingli cocoa tone coffe impecc environment socio econom credenti,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
natural-peru-la-florida,8.0,8.0,8.0,7.0,0,sweet distinctli nut tone aroma hint aromat wood flower soft acid lightli syrupi mouthfeel simpl balanc roundli gentl mix nut molass tone chocol carri sweet tone finish subtl crispli sweet peru would appear reassur environment social credenti,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
organic-peru,8.0,7.0,8.0,8.0,0,soft rather simpl pleas aroma hint cherryish fruit milk chocol gentli balanc acid lightli syrupi mouthfeel sweet tone continu suggest cherri tone chocol chocol persist clean straightforward finish gentl comfort organ certif reassur socio econom messag,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
organic-bolivia-pedro-de-montana,9.0,7.0,8.0,8.0,0,aromat intens complex layer note tart coffe fruit flower toast nut honey bright acid silki mouthfeel flavor domin orang lemon citru compliment softer floral caramel tone flavor carri rather short dri finish classic breakfast brightli acidi exhilaratingli aromat organ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bolivia-cafe-alan-coe,9.0,7.0,8.0,8.0,0,deep tone rich coffe round opul acid full syrupi mouthfeel tartli cherryish chocol hint nut aromat wood flower leather aroma rich theme extend finish though flavor note fade rather quickli particularli attract afternoon dinner depth rich pleas time day,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecuador-jose-mayo-loja,8.0,7.0,8.0,9.0,0,unusu aromat flavor spici pepperi hint nuanc distinct orangi floral note aroma support fresh fir like aromat wood dri spici acid lightli syrupi mouthfeel clean sweet tone though rather simpl finish drink spici fir like edg fruit acid,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
bolivia-telmo-cahuana-peaberry,9.0,8.0,8.0,9.0,0,aromat rich combin dark chocol soft roasti note hint fruit bake spice roast mute acid sideshow main event consist delic sweet smooth mouthfeel layer brandish chocol tone fruit flavor suggest cherri raisin dri berri pungent cherri chocol sensat sustain deep long finish smooth darker roast highlight brandi fruit tone chocol,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peru-san-ignacio,9.0,7.0,8.0,9.0,0,gentli opul night flower orangi fruit hint fresh cut aromat wood aroma soft aroma sweet acid lightli syrupi mouthfeel rich round balanc simplifi slightli finish gentli rich quiet yet intrigu aromat,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bolivian-cafe-central-coe,8.0,8.0,8.0,9.0,0,deep sweet fruit chocol tone aroma silki mouthfeel balanc acid complex rang flavor hint citru blackberri nut molass chocol flavor simplifi somewhat finish remain sweet tone aromat complex award win coffe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bolivia-agrotakesi-peaberry,9.0,8.0,8.0,9.0,0,rich pungent aroma hint berri black currant aromat wood flower flavor build intens delic note orang flower give way sweeter berri tone fruit brandyish dark chocol cool deeper note linger mildli dri finish quick finger aficionado interest rare coffe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecuador-perla-negra,9.0,7.0,8.0,9.0,0,lemon tone apricot aroma support flower crispli sweet cocoaish chocol sustain support clear fruit tone acid lightli syrupi mouthfeel fine balanc finish flavor satur slight brace astring quietli origin coffe delic rich tartli sweet aromat complex,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bolivia-mauricio-diez-medina-peaberry,8.0,8.0,9.0,9.0,0,sweet tone aroma pungent cocoaish hint flower rich complexli express acid syrupi mouthfeel deep floral tone support crisp lemoni baker chocol long flavor satur finish balanc complet big bodi subtli exot collector coffe experi may interest consum possibl world highest grown coffe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cerise,8.0,8.0,8.0,9.0,1,evalu espresso high tone aroma combin flower ripe orang distant hint fresh cut grass small smooth lightli syrupi mouthfeel complex rang flavor maintain floral ripe citru theme complic black cherri sweet nut flavor carri sweet short finish linger delic long flavor complex carri intact part milk cushion rich caramel like sweet competit qualiti espresso resist simplif milk,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
papua-new-guinea-peaberry-kimel-plantation,9.0,7.0,8.0,8.0,0,intens rich deepli sweet aroma dark chocol aromat wood hint fruit balanc acid silki lightli syrupi mouthfeel continu dark chocol sweetli tart orang tone fruit becom pronounc coffe cool chocol carri rich slightli astring finish make particularli good french press coffe rich deep chocol complic orangi fruit,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
western-liberation-house-blend-ii,8.0,7.0,8.0,9.0,0,deep fruit tone aroma complic nut butter balanc intens light citru hazelnut chocol hint concentr cherri dri berri chocol turn bracingli bittersweet finish faint astring hint balanc intens blend complex layer flavor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
western-decadence-house-blend,8.0,8.0,8.0,8.0,0,intens pungent aroma sweet citru dri chocol soft sweet tone acid silki mouthfeel cherri blackberri fruit note deep aromat wood hint moist pipe tobacco perhap earth long dri finish linger pungent fir like note complex authorit,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peoples-liberation-espresso-ii,8.0,8.0,8.0,9.0,1,evalu espresso quietli bright floral throughout profil flower toast apricot aroma touch cardamom like spice flavor deepen small raspberri tone chocol prune molass flavor linger long sweet flavor satur finish round sweet part milk delic orang milk chocol nut suggest bright morningish espresso complex flavor finish,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
peoples-daily-espresso,9.0,9.0,9.0,9.0,1,evalu espresso complet big bodi straight shot caramel toast flower orang aroma carri complic deeper suggest brandi chocol flavor linger finish develop solid sweet long flavor note consolid nice part milk turn even sweeter maintain complex peopl well serv deep tone satisfi versatil daili shot,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
colombia-los-naranjos-san-agustin,9.0,8.0,8.0,8.0,0,sweet rich balanc aroma complic cherri strawberri like fruit continu balanc caramel note combin tartli sweet fruit suggest lemon cranberri sweet flavor outlast slight astring finish balanc yet brightli live fruit tone,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
burundi-mwurire-2,9.0,9.0,8.0,9.0,0,delic floral honey fruit like aroma bright tone acid syrupi flavor reminisc orang apricot fruit nectar continu floral honey complic long almost sugari sweet flavor satur finish sweet fruit flower lesser known distinguish african origin,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sulawesi-toraja-5,8.0,8.0,8.0,9.0,0,deep natur sweet sustain everi aspect coffe aroma finish distinct fresh cut fir aroma hint molass flower grass sweetli bright acid silki mouthfeel complex set flavor brandyish fruit grapefruit ripe lemon berri cocoaish milk chocol molass settl lemoni chocol long rich finish natur sweet subtli exot particularli satisfi want proof need sugar drink great coffe black,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
newmans-own-organics-colombian-especial,8.0,8.0,8.0,9.0,0,aromat deep richli round caramel toast milk chocol note penetr acid flavor intens fruit tone chocol give way layer fruit peach orang black currant soften grow complex cool pungent dark chocol domin finish patient coffe drinker flavor open unfold becom complex,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
s-o-espresso-brazil-ouro-preto,8.0,9.0,9.0,9.0,1,evalu espresso rich sweet aroma toast caramel note smoki suggest small syrupi bodi deep softli pungent flavor dark chocol raisin aromat wood chocol turn bittersweet slightli astring finish flavor soften part milk bloom nice maintain complex author versatil espresso particularli pleas cappuccino drinker,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
papua-new-guinea-kimel-estate-2,8.0,7.0,8.0,8.0,0,sweet round aroma soft note nut milk chocol suggest fruit full bodi smooth mouthfeel soft acid aromat note turn deeper intens dark chocol aromat wood nut dark chocol turn slightli bitterish long dri finish favor deep smoothli bittersweet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zambia,8.0,8.0,8.0,9.0,0,sweet tone soft aroma moist pipe tobacco molass flower delic yet rich acid silki mouthfeel floral lemon apricot note flavor constel settl toward chocol sweet rich finish enough africa grace coffe move simpli balanc quietli distinct,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ethiopian-nekisse-micro-selection-one,9.0,9.0,8.0,9.0,0,big juici brandi tone fruit floral tone aroma rich acid lightli syrupi mouthfeel long sustain flavor strawberri tangerin brandyish apricot show great stabil cool carri deepli finish decis outlast slight salti hint lover extrem light roast lush fruit charact,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100-pure-mexican,8.0,8.0,8.0,9.0,0,balanc aroma hint sweet ripe berri malt toast grain smooth complex delic bright continu soft berri malt charact complic suggest chocol cideri appl fruit tone chocol particular linger long flavor satur finish delic complex excel environment credenti,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guatemalan-montecristo,8.0,7.0,8.0,8.0,0,well structur delic yet intens soft note aromat wood caramel fruit aroma flavor gentli tart acid silki mouthfeel aromat wood charact domin sweet slightli astring finish uncompl versatil coffe dri author,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
costa-rican-tarrazu-6,8.0,8.0,8.0,8.0,0,well balanc aroma suggest dark chocol nut mute hint fruit rich low tone acid lightli syrupi mouthfeel nut chocol carri fruit becom pronounc reveal berri citru complic fruit tone semi sweet chocol domin clean finish balanc quietli complex coffe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
